px	py	pz	anchor
0.841	-1.000	0.540	T
0.909	-1.000	-0.416	T
0.141	-1.000	-0.990	T
-0.757	-1.000	-0.654	T
-0.959	-1.000	0.284	T
-0.279	-1.000	0.960	T
-0.984	0.897	-0.238	F
-0.775	0.858	-0.429	F
-0.390	0.768	0.050	F
-0.443	0.688	-0.097	F
-0.113	0.506	0.495	F
-0.283	0.872	0.202	F
-0.290	0.505	-0.139	F
-0.930	0.494	-0.202	F
-0.543	0.621	-0.353	F
-0.190	0.455	-0.206	F
-0.269	0.340	-0.154	F
-0.036	0.706	0.063	F
-0.631	0.568	-0.022	F
-0.508	0.217	0.391	F
-0.056	0.775	0.438	F
-0.158	0.778	0.054	F
-0.688	0.686	-0.023	F
-0.509	0.244	0.347	F
-0.898	0.218	0.075	F
-0.702	0.767	-0.616	F
-0.823	1.139	0.501	F
0.010	0.730	-0.010	F
-0.520	0.699	0.340	F
-0.696	0.979	0.397	F
