px	py	pz	anchor
0.841	-1.000	0.540	T
0.909	-1.000	-0.416	T
0.141	-1.000	-0.990	T
-0.757	-1.000	-0.654	T
-0.959	-1.000	0.284	T
-0.279	-1.000	0.960	T
-0.931	0.910	-0.188	F
-0.490	0.732	-0.625	F
-0.239	0.841	0.193	F
-0.353	0.803	0.087	F
-0.061	0.534	0.425	F
-0.347	0.900	0.342	F
-0.501	0.374	-0.017	F
-0.801	0.565	-0.172	F
-0.430	0.655	-0.231	F
-0.106	0.442	-0.150	F
-0.710	0.605	-0.031	F
-0.008	0.729	0.007	F
-0.577	0.577	-0.028	F
-0.135	0.442	0.574	F
-0.011	0.763	0.274	F
-0.267	0.798	0.085	F
-0.130	0.689	-0.098	F
-0.241	0.448	0.347	F
0.038	0.796	-0.307	F
-0.253	0.680	-0.539	F
-0.405	1.569	0.341	F
0.006	0.732	-0.009	F
-0.162	0.615	0.363	F
-0.303	0.827	0.764	F
