px	py	pz	anchor
0.841	-1.000	0.540	T
0.909	-1.000	-0.416	T
0.141	-1.000	-0.990	T
-0.757	-1.000	-0.654	T
-0.959	-1.000	0.284	T
-0.279	-1.000	0.960	T
0.070	0.634	0.368	F
0.180	0.739	0.107	F
0.138	0.669	0.315	F
0.173	1.134	0.063	F
0.023	0.732	0.013	F
-0.264	0.937	0.456	F
-0.029	0.706	-0.148	F
-0.220	0.825	0.008	F
-0.028	0.744	-0.086	F
-0.021	0.807	0.260	F
-0.125	0.850	-0.259	F
0.219	0.669	0.048	F
-0.072	0.785	0.457	F
-0.005	0.733	-0.001	F
-0.350	0.804	0.122	F
0.397	0.633	0.138	F
0.172	0.691	-0.012	F
-0.244	0.506	0.202	F
0.260	0.846	0.383	F
-0.131	0.662	0.214	F
0.057	0.745	-0.046	F
-0.101	0.714	-0.354	F
-0.016	0.729	0.013	F
0.054	0.803	-0.322	F
